name,ELO_x,prevdate,Best_Rating_to_Date,Avg_Elo_of_opponets,frFX,id
Jimi Manuwa,1482.27,3/17/2018 2:09,1616.54,1280.64,21,1e1dbd1cc5a7469e
Josh Thomson,1480.86,2/18/2017 2:38,1595.75,1304.02,35,a566371ba2ad7152
Diego Brandao,1480.65,9/30/2018 0:00,1549.13,1246.06,39,c2e3e67b5911bfb7
Mike Pierce,1480.61,12/11/2015 0:43,1605.03,1306.64,26,236a37d96d476164
Lyle Beerbohm,1478.47,11/20/2013 2:52,1517.82,1120.52,29,babc6b5745335f18
Johny Hendricks,1478.38,11/4/2017 1:40,1767.03,1470.97,26,0941df56f6ac954b
Randy Couture,1478.07,4/30/2011 2:24,1530.72,1345.6,30,0aa92558424ced9e
Jeff Hughes,1478.06,7/24/2018 0:28,1478.06,1113.22,21,6a11e325aa60ad02
Alan Jouban,1477.67,2/24/2018 1:12,1514.42,1243.08,24,cf65d56b0755ed3b
Saad Awad,1477.28,10/13/2018 0:00,1513.08,1227.05,34,da603332ad41f165
Abu Azaitar,1476.48,7/22/2018 2:38,1476.48,1171.85,17,46d0a888d87d91ac
Scott Askham,1476.19,3/3/2018 1:55,1492.43,1165.65,26,06827d70c53ff0d9
Magomed Bibulatov,1475.69,10/7/2017 0:28,1547.11,1198.92,15,87f19d19f4cb73f8
Jordan Johnson,1475.37,9/15/2018 0:00,1475.37,1143.08,11,99bcdf5eac39898f
John Alessio,1474.82,6/26/2015 2:24,1522.29,1222,54,7a15f3694c5cbc02
Karl Amoussou,1474,6/9/2018 2:52,1516.86,1213.02,35,23a8c33869bf5392
Enrique Barzola,1471.56,5/19/2018 0:43,1471.56,1134.52,21,be0b310a12eb80b4
Volkan Oezdemir,1471.22,10/27/2018 0:00,1513.38,1203.65,18,0845c81e37d3bcb3
Phillip Miller,1471.19,3/28/2003 2:09,1471.19,1083.65,16,18aecaf50f52e4c3
Mark Munoz,1470.88,5/16/2015 2:24,1571.41,1368.77,20,179f1948dc234f1f
Weili Zhang,1470.59,8/4/2018 0:28,1470.59,1097.57,17,1ebe20ebbfa15e29
Nathaniel Wood,1470.46,6/1/2018 0:28,1470.46,1125.29,20,329e403448756217
Claude Patrick,1469.95,12/10/2011 2:09,1514.24,1192.22,16,56116a79e4deed06
Trevin Giles,1469.81,12/9/2017 0:14,1469.81,1115.36,13,b27a1fcb56a3035a
Gilbert Burns,1469.79,7/7/2018 0:28,1525.3,1293.55,16,23024fdfc966410a
Danny Henry,1469.32,3/17/2018 0:57,1469.32,1149.11,17,f7d73e452b064bf2
Alberto Mina,1467.42,5/12/2018 0:28,1498.11,1167.53,14,4b1d46a1b5c0fd11
Yusup Saadulaev,1467.13,1/20/2018 1:12,1467.13,1173,22,b1669a810fae4220
Moise Rimbon,1466.49,12/22/2017 3:07,1472.45,1179.78,39,9be3728f3f7badb2
Deividas Taurosevicius,1466.24,4/5/2013 2:24,1466.24,1204.2,22,ef927e4fe2117ab8
Bryan Barberena,1465.79,8/25/2018 0:00,1485.37,1233.43,20,a331233f597090a5
Costas Philippou,1465.06,5/16/2015 2:38,1535.75,1314.56,20,5.56E+16
Ricardo Ramos,1464.76,8/4/2018 1:12,1464.76,1189.55,13,1ae8f3c723aacff4
John Moraga,1464.51,8/25/2018 0:00,1512.63,1255.21,26,92437c6775b3f7d1
Krzysztof Jotko,1464.38,4/14/2018 1:40,1604.38,1252.35,24,4e06913c91da5200
John Makdessi,1464.17,7/28/2018 1:12,1464.17,1284.13,22,c21a036b4e012f1c
Nad Narimani,1463.53,7/22/2018 1:12,1463.53,1130.53,18,776a58a67665a171
Gadzhimurad Antigulov,1463.36,7/28/2018 1:26,1548.2,1153.72,25,af997f7611673880
Julio Arce,1462.97,11/3/2018 0:00,1526.09,1173.74,24,1291edf2d566a71a
Jared Gordon,1462.83,2/18/2018 1:26,1522.29,1210.91,18,7026eca45f65377b
Luis Santos,1462.78,7/13/2018 1:40,1585,1098.89,77,7701377be464d2ef
Marcin Wrzosek,1462.47,12/23/2017 1:26,1464.53,1229.23,21,aac6edb0d5e0b7e9
Norman Parke,1461.99,6/9/2018 3:07,1555.63,1226.95,35,14ff46596ad80609
Chris Curtis,1460.92,6/12/2018 0:57,1460.92,1148.28,25,5442f1bc4b47eaf3
Ricardo Almeida,1460.59,3/19/2011 1:12,1508.54,1316.73,18,91186547a7f3f758
Peter Sobotta,1460.18,3/17/2018 1:40,1502.5,1181.11,24,1fcfc3709fe58151
Manny Bermudez,1460.16,7/22/2018 0:43,1460.16,1100.35,15,2dc1bc1a02961656
Derek Campos,1459.67,2/16/2018 2:38,1497.12,1229.87,26,aa8dc72b3a1f761c
Justin Wilcox,1459.63,10/3/2014 2:24,1545.29,1310.34,23,4a482a0100cfcd0a
Cory Sandhagen,1459.6,8/25/2018 0:00,1459.6,1178.58,14,65f09bacd3957381
Jim Miller,1459.4,9/8/2018 0:00,1673.45,1385.35,42,d1941565abf50b16
Lyman Good,1458.75,11/3/2018 0:00,1498.46,1259.37,26,4e0692ad070976e4
Bobby Lashley,1458.66,10/21/2016 2:09,1458.66,1158.34,17,b0826525fa17231d
Warlley Alves,1458.42,8/25/2018 0:00,1526.8,1261.32,18,d317a5e2b3f88c5f
Ian Heinisch,1458.39,7/31/2018 0:43,1458.39,1196.09,13,2e585c701f72fe55
Rashad Evans,1457.98,6/9/2018 0:57,1761.47,1421.06,33,ee779c43a8926d52
Chuck Liddell,1457.96,6/12/2010 2:38,1714.31,1381.63,29,a390eb8a9b2df298
Thiago Alves,1456.72,9/15/2018 0:00,1670.32,1379.2,37,31ee470ef5dc8d7f
Misha Cirkunov,1456.43,10/27/2018 0:00,1500.94,1227.77,18,67f272324a030d00
Julia Budd,1455.5,7/13/2018 2:52,1455.5,1177.96,14,dcdc4503b9d49977
Tim Means,1453.91,2/3/2018 1:12,1581.2,1254.92,42,4b47e71384a9522f
Adam Piccolotti,1453.49,9/29/2018 0:00,1453.49,1252.58,13,fa399f7f6e17f7f5
Bryce Mitchell,1453.21,7/6/2018 0:43,1472.8,1137.77,18,d9c6f19f958643e9
Kajan Johnson,1452.75,9/15/2018 0:00,1517.73,1154.7,40,633a45d131192ffe
Benito Lopez,1452.2,12/9/2017 1:55,1452.2,1097.16,13,773f7feacf96153e
Joe Doerksen,1451.46,9/19/2014 1:40,1538.15,1203.82,67,dbaaf42313af90fa
Sage Northcutt,1449.92,7/14/2018 2:52,1449.92,1142.99,19,ed9d8ee3a4239b1c
Eryk Anders,1449.86,9/22/2018 0:00,1488.07,1152.26,18,cad24459b28592ca
Eric Wisely,1449.82,4/28/2018 0:57,1449.82,1137.72,46,53f84637dfffab7a
Shane Campbell,1449.34,5/11/2018 2:09,1449.34,1228.46,23,784285b7ae7dd85f
Andrei Semenov,1449.22,10/20/2013 1:12,1449.22,1125.47,45,5f2f0da6fd6a84fd
John Salter,1449.11,9/21/2018 0:00,1502.31,1217.17,19,010986ee359fb863
Ricardo Arona,1447.74,9/12/2009 2:24,1536.36,1324.58,19,05fbfe628658c538
Vinc Pichel,1447.54,6/1/2018 2:38,1494.04,1216.23,17,c77a953488e5607d
Court McGee,1447.33,10/27/2018 0:00,1518.26,1255.1,31,523fa774700d7d3f
Mark Hunt,1447.29,9/15/2018 0:00,1559.64,1478.15,28,eef9b891edbd4604
Francis Carmont,1446.08,11/19/2016 1:55,1605.97,1242.19,36,3591d0d5d382a381
Thomas Almeida,1445.29,1/20/2018 1:40,1563.33,1175.67,24,2b074403b7c6cdb4
Roger Gracie,1444.79,5/6/2016 1:55,1444.79,1361.3,10,a6bbd3df469c6bea
Alan Omer,1444.47,11/17/2017 2:52,1444.47,1126.56,26,f2ad06f1007c481a
Johnny Case,1443.78,10/12/2018 2:15,1535.02,1117.9,31,1f4b04a926ef1287
Travis Browne,1443.73,7/8/2017 1:26,1627.24,1344.71,26,3236bf606fe9fa5b
Josh Copeland,1443.19,10/5/2018 4:15,1443.19,1195.41,27,3aa794cbe1e3484b
Abdul Razak Alhassan,1442.99,9/8/2018 0:00,1442.99,1224.43,11,eae431e70064e046
Bryan Baker,1442.31,3/10/2018 0:00,1575.08,1258.65,28,898337ef520fe4d3
Bartosz Fabinski,1442.06,7/22/2018 1:26,1442.06,1178.77,16,e17ac6410c8377f4
Satoru Kitaoka,1442.04,7/28/2018 1:12,1614.66,1246.82,67,e2ac5bb645f33088
John Howard,1441.76,10/20/2018 5:30,1505.45,1261.81,42,fc31f896cde2bc2e
Jessica Aguilar,1441.65,7/14/2018 0:14,1573.61,1185.34,26,8f382b3baa954d2a
Amar Suloev,1441.57,4/3/2008 0:14,1464.06,1151.1,31,7aa88401f93ce836
Joe Taimanglo,1441.37,3/2/2018 2:24,1479.92,1138.45,32,9bf126927843e184
Alexis Davis,1441.23,7/28/2018 0:57,1513.81,1243.29,27,4c2d90e335e6df19
Andre Fili,1440.94,8/25/2018 0:00,1490.22,1243.83,24,8fd808923cffff82
Karlos Vemola,1440.37,6/28/2018 2:09,1440.37,1160.12,24,d23ccf4a6c221284
Kyle Stewart,1440.35,7/27/2018 2:09,1495.45,1142.65,18,bb61823f76361297
Gabriel Benitez,1440.16,5/19/2018 0:57,1440.16,1151.89,29,436f970c9ea9169c
Adriano Martins,1439.79,5/19/2018 2:24,1620.13,1247.45,38,7dcf06c1967801c1
David Bielkheden,1439.76,12/2/2017 1:55,1439.76,1168.6,36,1efa064872f089d0
Omari Akhmedov,1439.44,12/30/2017 0:43,1473.78,1190.05,22,16690d100f995f8f
Magnus Cedenblad,1438.44,11/19/2016 2:09,1499.02,1192.54,19,0e21976afc92e4d1
Luiz Firmino,1438.18,8/2/2018 0:57,1559.79,1287.28,31,16d09e800ad7ec79
Darko Stosic,1437.93,7/22/2018 0:28,1437.93,1102.22,14,025f0b1b58fbad01
Ali Bagautinov,1437.63,3/2/2018 1:55,1486.04,1203.97,24,3dd92ff9fb0412b3
Geoff Neal,1437.42,9/8/2018 0:00,1437.42,1122.47,19,b997be68943010fc
Keita Nakamura,1437.36,4/21/2018 0:14,1531.88,1175.97,45,65ddc8a9ac4e8531
Sean Pierson,1437.12,6/15/2013 0:57,1437.12,1188.56,20,0d506315895efffc
Valentina Shevchenko,1436.95,2/3/2018 2:24,1436.95,1158.14,18,132deb59abae64b1
Douglas Silva de Andrade,1435.95,2/3/2018 1:40,1435.95,1124.31,20,3a314d9fa7c6825d
Khalid Murtazaliev,1435.66,9/15/2018 0:00,1435.66,1152.61,16,231cae8b77fbbcc1
Uriah Hall,1435.59,7/7/2018 1:26,1516.89,1330.56,26,65578a75fa7900e3
Trevor Prangley,1435.58,6/4/2015 2:09,1557.05,1235.24,47,f5ff7bcdcfeba3ad
Damir Hadzovic,1435.5,7/22/2018 1:40,1435.5,1226.55,16,38c626ca912c7bac
CB Dollaway,1435.36,9/15/2018 0:00,1511.69,1289.24,31,5d7bdab5e03e3216
Jason Brilz,1433.91,9/26/2014 2:38,1499.31,1205.38,29,497ba5b12a4bfc47
Renato Sobral,1433.63,6/19/2013 2:09,1614.66,1273.41,48,d468288756ae3982
Jarred Brooks,1432.9,9/8/2018 0:00,1472.2,1182.37,16,81d9df19e255b8b6
Cung Le,1431.77,8/23/2014 2:24,1469.14,1331.11,12,d4f364dd076bb0e2
Jorge Santiago,1431.45,8/10/2013 0:57,1632.05,1293.73,37,f8dc544e7077d014
Jacob Volkmann,1431.33,9/9/2016 2:09,1562.57,1309.58,26,6f81b6de2557739a
Julio Paulino,1430.49,1/18/2017 1:40,1430.49,1144.12,28,60c72f7459827881
Magomed Ankalaev,1430.48,9/15/2018 0:00,1443.17,1234,11,d802174b0c0c1f4e
Brandon Halsey,1430.21,10/12/2018 0:30,1494.31,1316.46,16,e763679f15326ae1
Joe Warren,1429.37,3/2/2018 2:24,1579.06,1401.28,22,c0c1bc0766df4c00
Gilbert Yvel,1429.3,5/12/2018 2:24,1455.54,1189.19,58,d29b5c4f22c6357d
Chris Fishgold,1429.05,10/27/2018 0:00,1474.14,1121.92,22,bebb4ae55ac2bf6f
Jordan Radev,1428.93,9/10/2011 2:52,1473.08,1156.79,28,45bc8f98d62bd096
Wilson Reis,1428.42,4/14/2018 1:55,1561.64,1318.67,31,5aedf14771ca82d2
Makwan Amirkhani,1428.26,5/27/2018 1:55,1428.26,1150.98,18,87a1dc546b1c5caf
Roan Carneiro,1428.23,2/23/2018 3:07,1515.12,1247.28,33,1c86754617d9813a
Davi Ramos,1428.19,5/12/2018 1:26,1428.19,1298.52,10,0052de90691d4a93
Cathal Pendred,1427.91,10/24/2015 0:43,1560.82,1214.08,24,99c7610aa74995d3
Ketlen Vieira,1427.82,3/3/2018 1:55,1427.82,1126.45,10,b9706f80d005036c
Grant Dawson,1427.64,8/15/2017 0:57,1427.64,1082.92,18,99bd51917728c25d
Kiichi Kunimoto,1426.81,12/29/2017 0:14,1444.79,1124.61,29,71df36d6d8cf0d74
Tatsuya Kawajiri,1426.35,10/15/2017 1:55,1684.91,1296.94,50,80d918336163b80c
Chad Laprise,1426.33,5/19/2018 1:55,1505.11,1229.78,18,c03a5022f8439f2a
Matt Serra,1426.3,9/25/2010 2:09,1486.09,1298.71,20,86dfed7cc24a9fa7
Wagnney Fabiano,1426.03,12/21/2014 0:43,1493.92,1249.08,20,40389d39a92f5bfa
Paul Sass,1425.99,10/18/2013 1:12,1528.67,1202.49,16,7b143a54451263d9
Derek Anderson,1425.93,4/13/2018 1:12,1439.28,1198.67,19,19ba965651486013
Jordan Espinosa,1425.62,7/10/2018 0:28,1425.62,1141.32,21,215a70f073a7b726
Waylon Lowe,1425.28,7/21/2018 2:09,1445.37,1222.97,27,28f62d866c59c709
Mike Ricci,1424.55,6/17/2016 2:09,1464.95,1245.34,20,3c921b1a30fdcbdd
Anthony Leone,1424.47,4/21/2018 2:38,1424.47,1203,26,86b9b51a81e9c339
Andrew Sanchez,1424.26,8/25/2018 0:00,1488.87,1261.65,16,fccf811c1e8b01c7
Magomed Mustafaev,1424.18,11/19/2016 1:40,1461.62,1143.54,16,31d7446b184e3305
Iuri Alcantara,1423.85,8/25/2018 0:00,1601.17,1238.73,46,2f95a3c6d58b2aad
Katsunori Kikuno,1423.3,6/26/2016 2:09,1547.89,1224.96,35,44470bfd9483c7ad
Anthony Hernandez,1423.17,6/19/2018 0:57,1423.17,1090.84,15,093e1f5bb73850be
Vagner Rocha,1422.69,2/17/2017 1:40,1422.69,1206.3,18,d403b1a6f278c95e
Zubaira Tukhugov,1421.89,5/14/2016 0:14,1472.77,1112.76,22,aceffa19749c4dc0
Andre Santos,1421.03,3/9/2018 1:55,1467.87,1151.08,49,5b5b78116d1fc3eb
Forrest Petz,1420.62,6/1/2013 1:40,1427.69,1203.51,36,e86bc32f5997a8f7
Rogerio Bontorin,1420.58,4/7/2018 1:55,1469.38,1110.41,16,07a2bdaa0afdd831
Oskar Piechota,1420.3,7/6/2018 0:14,1467.82,1188.01,13,1cf7ccf64a5bf24e
Sarah Kaufman,1420.1,5/4/2018 1:55,1470.82,1206.98,25,36df8e119aec6175
Ryan Spann,1419.82,9/22/2018 0:00,1419.82,1150.75,24,a67f5afa8d6a1b80
Niko Price,1419.27,9/8/2018 0:00,1484.04,1221.32,15,d8da10db80131bec
Tomasz Drwal,1419.24,5/23/2015 2:09,1473.34,1164.56,27,679a9054e2815943
Kevin Holland,1418.51,8/4/2018 1:55,1452.38,1180.86,20,3a46b268013afede
Brendan Loughnane,1417.95,11/25/2017 1:40,1445.71,1132.58,25,b788862dd1c11eac
Muslim Salikhov,1417.75,4/14/2018 2:09,1417.75,1179.53,15,447f9858ae78f921
Rousimar Palhares,1417.75,3/30/2018 2:52,1716.58,1356.07,29,8ddf9c51c5fdea75
Frank Mir,1417.75,4/28/2018 3:21,1550.7,1374.22,30,1ff9589f9065a9ed
Liam McGeary,1416.89,2/16/2018 2:09,1555.72,1263.23,17,e4e0993befecdaf8
Ryan Jensen,1416.53,4/4/2015 2:52,1416.53,1205.7,29,aae99701b21554e4
Darrell Horcher,1416.33,12/9/2017 2:24,1477.53,1210.56,19,18e8b7070228e728
Gian Villante,1415.89,10/27/2018 0:00,1415.89,1285.64,27,fcd448a2fe1a23cc
Chris Wade,1415.43,10/12/2018 3:15,1464.74,1246.28,20,c8097968da5e5f13
Karolina Kowalkiewicz,1414.9,9/8/2018 0:00,1456.81,1255.45,16,d7c3816669784109
Tai Tuivasa,1414.82,6/9/2018 2:24,1414.82,1185.49,8,c62fbc117d57b943
Alexander Sarnavskiy,1414.73,2/16/2018 2:24,1610.64,1230.33,42,2097b1a5ff47dfb0
Bubba Jenkins,1414.59,9/23/2017 2:52,1478.97,1250.98,16,5e841bb3752b6e86
Mark De La Rosa,1414.39,7/14/2018 0:28,1414.39,1176.07,12,f57dd0bfa8c17813
Jason High,1413.66,8/2/2018 1:55,1572.9,1285.21,30,e5d03e4d966126bd
Chico Camus,1413.62,12/15/2017 1:55,1477.12,1207.02,27,32be4b7f7de1c905
Cody Gibson,1413.41,9/28/2018 0:00,1429.88,1215.5,23,700a674c042b7a96
Leandro Silva,1413.35,2/16/2018 2:52,1534.41,1264.58,29,159da492e000afbf
Gleison Tibau,1413.17,6/1/2018 0:43,1624.75,1272.04,47,75e5fec9f72910ef
Eddie Wineland,1413.14,7/14/2018 1:40,1506.25,1233.46,37,fc9a9559a05f2704
Abel Trujillo,1413.04,12/16/2017 0:43,1536.19,1240.67,26,e14b5aa06eea9653
JJ Ambrose,1412.77,1/26/2018 2:38,1469.28,1135.1,39,d562b12b8fe88336
Hacran Dias,1412.01,5/26/2018 2:24,1546.94,1203.76,31,ed209f6618c82e41
Chris Gruetzemacher,1411.21,4/7/2018 1:12,1470.26,1180.57,21,feaf00f3373435d6
Taylor Lapilus,1410.99,2/24/2018 2:09,1410.99,1145.25,16,8b1ed83b02303075
Koichiro Matsumoto,1410.8,8/26/2011 2:09,1433.5,1155.64,19,2fb6f197d1fbc779
Miesha Tate,1410.55,11/12/2016 1:40,1547.05,1197.6,28,b96619b3acd7d9da
Kazuki Tokudome,1410.43,7/13/2018 1:26,1515.48,1251.21,28,c4af2feb4b58bc3b
Dongi Yang,1410.26,11/28/2015 1:40,1410.26,1187.9,16,aed06011bf62237b
Bobby Moffett,1410.15,8/7/2018 0:00,1410.15,1192.28,16,d76ad9a08c4408ff
Joseph Morales,1409.48,2/3/2018 0:14,1456.21,1145.65,14,2fe9032955c2e013
Ben Saunders,1408.99,11/3/2018 0:00,1608.82,1329.35,37,484acc7b0f856ce9
Joaquim Silva,1408.81,1/27/2018 0:43,1461.79,1182.89,14,ae7fe94f117f98cf
Jonavin Webb,1408.45,9/14/2018 0:00,1408.45,1164.24,15,f40ec51dd4de47c3
Julianna Pena,1408.36,1/28/2017 2:52,1472.93,1174.37,16,3253b16d38ae087d
Augusto Sakai,1408.16,9/22/2018 0:00,1408.16,1152.51,14,441eacbe20e0e80b
Steve Bosse,1408.08,6/18/2016 2:38,1408.08,1138.13,14,e023fa2e648ea0f1
Dan Cramer,1408.05,9/5/2014 1:12,1408.05,1220.49,18,480b702debcb5433
Kazuyuki Miyata,1407.61,12/29/2016 1:40,1435,1226.76,24,af70d268e5352186
Mizuto Hirota,1407.51,2/10/2018 0:43,1532.01,1299.82,31,35faad160d346839
Brandon Vera,1407.24,12/2/2016 2:38,1427.59,1285.7,24,fa315e6c77eee106
Erick Silva,1406.92,7/20/2018 2:52,1535.54,1282.27,30,5866fc86183a9fb8
Max Griffin,1406.45,7/7/2018 0:43,1450.31,1250.02,21,b0d6a1d8ac3d563d
Ben Nguyen,1406.02,2/10/2018 0:57,1446.82,1131.7,23,840d2c82ea68b9aa
Jared Cannonier,1405.83,11/3/2018 0:00,1405.83,1226.46,17,13a0275fa13c4d26
Marcos Rogerio de Lima,1405.3,11/3/2018 0:00,1405.3,1216.63,24,ab943cd2c3c17825
Bristol Marunde,1404.71,10/9/2015 2:24,1461.3,1195.99,35,a17322f99ddfd8e9
Wanderlei Silva,1404.5,9/29/2018 0:00,1672.37,1284.82,51,a1f6999fe57236e0
Nick Agallar,1404.13,3/5/2011 1:55,1419.97,1124.61,30,ebc5af72ad5a28cb
Piotr Hallmann,1403.53,7/1/2017 1:55,1495.85,1205.91,25,a3be148af5c7b088
Daniel Kelly,1403.35,5/27/2018 1:12,1543.84,1288.43,18,bdcbb976816fd256
Renan Barao,1403.17,9/22/2018 0:00,1777.63,1233.63,42,2c99576fefe53c7c
Brendan Schaub,1402.46,12/6/2014 2:09,1486.78,1292.33,18,89a407032911e27e
Gerald Harris,1401.82,7/13/2018 0:57,1512.59,1193.91,34,c4b81cdecd5d6abe
Andrei Arlovski,1401.67,9/15/2018 0:00,1712.98,1399.16,45,3738e68d2261e60f
Kenny Robertson,1401.59,9/17/2016 2:09,1491.51,1249.99,20,6e0273f9478be71e
Roy Nelson,1401.27,10/12/2018 0:00,1533.82,1346.07,42,3f7c14c7eca7195d
Rin Nakai,1401.09,2/24/2018 2:09,1460.75,1117.01,23,f9ae6914f604aa9f
Alexander Yakovlev,1400.75,11/19/2016 0:57,1506.15,1199.18,29,d06f8869449ba7bd
Stefan Struve,1399.77,7/22/2018 2:24,1564.31,1236.38,39,ebc1f40e00e0c481
Matt Dwyer,1399.69,7/21/2018 2:24,1399.69,1145.88,21,8f0d576beba1cfcd
Jared Rosholt,1399.61,10/5/2018 3:35,1567.31,1280.05,23,91ea901c458e95dd
Soa Palelei,1399.54,8/1/2015 1:55,1485.47,1138.97,27,60029bcf496bd707
Thiago Tavares,1399.5,10/12/2018 2:45,1520.48,1299.99,33,8a59d346dc976a10
Trevor Smith,1399.02,5/27/2018 0:14,1431.1,1278.96,23,f797f0c57a83353e
Martin Svensson,1398.91,10/15/2016 4:33,1435.78,1187.25,23,bcad7223af3c19da
Ben Reiter,1398.77,12/2/2016 1:12,1498.05,1177.22,20,ee7b7768a4e6dc45
Elias Silverio,1398.42,7/9/2018 1:40,1484.84,1247.51,19,52ba464d9068d871
Thanh Le,1397.85,5/25/2018 2:52,1446.68,1176.74,16,882b3f5a0774d575
Tom Niinimaki,1397.82,10/1/2016 2:09,1544.45,1149.09,31,5fceb45939fc0c8a
Karl Roberson,1397.61,11/3/2018 0:00,1397.61,1199.41,10,37d5b176d438d2a5
Francimar Barroso,1397.42,10/5/2018 2:55,1468.49,1180.74,30,b69f24c500d783e7
Rafael Natal,1397.42,7/22/2017 1:55,1570.04,1281.82,31,0dba4df5f34d5ff0
Andre Winner,1397.15,5/19/2018 2:09,1442.21,1218.97,37,b45d6b73f4ca4467
Mike Whitehead,1396.69,12/5/2015 1:40,1499.1,1169.81,39,22d1e00e1aabb7c9
Mark Coleman,1396.21,2/6/2010 2:38,1450.68,1293.25,26,21b8a0f5c231096f
Aleksandar Rakic,1395.96,7/22/2018 0:57,1395.96,1077.84,11,333b9e5c723ac873
Gray Maynard,1395.81,10/6/2018 0:00,1644.67,1381.65,26,7d96bc577e5178b2
Dan Christison,1395.63,2/26/2010 2:09,1395.63,1150.65,28,b369533a577fa97c
Ryan Jimmo,1395.59,5/30/2015 2:09,1574.26,1234.87,25,bc3ec52ef70fc155
Dhiego Lima,1395.25,4/14/2018 0:57,1485.3,1285.54,25,e9213f53ddeca978
Joe Ellenberger,1395.13,12/13/2014 0:57,1461.86,1154.47,17,8e8e4487c621aa1c
Din Thomas,1395.07,4/12/2013 2:24,1432.98,1170.76,38,40a604761ca7d64d
Ian Loveland,1395,2/6/2016 1:55,1400.2,1156.96,34,eea0274e153256a0
Dan Ige,1394.84,6/9/2018 0:14,1394.84,1146.7,16,82a5152216251682
Willamy Freire,1394.82,11/7/2013 2:24,1523.94,1140.33,32,f1f37d667bcd0d27
Gustavo Gabriel,1394.74,9/11/2016 1:55,1394.74,1075.57,12,fe98f86284a6eeb3
David Zawada,1394.41,7/22/2018 2:09,1444.3,1167.18,20,3bb2dc8e87b10a46
Dan Moret,1394.29,4/14/2018 1:26,1438.07,1173.73,22,66e98b3bb5fc5250
Raquel Pennington,1393.89,5/12/2018 3:07,1424.37,1176.83,26,fc169c387b4b465d
Tony Johnson,1393.75,12/16/2017 2:52,1434.78,1282.65,15,a45bab49951a45cd
Jorge Rivera,1393.51,1/20/2012 1:26,1470.94,1198.63,36,cb46dface0e28a2c
Dennis Bermudez,1392.66,7/14/2018 2:38,1620.7,1313.74,29,6f242453c91a5af0
Vladimir Matyushenko,1392.65,4/11/2014 2:09,1552.12,1255.56,35,ccdd90bd1fc7dab6
Quinn Mulhern,1392.62,1/4/2014 1:12,1485.69,1198.52,22,16af2d5a6f28bee2
Ryan Hall,1392.53,12/3/2016 1:26,1392.53,1206.58,10,8866c6f509c19089
Brian Stann,1392.31,3/3/2013 2:38,1480.69,1267.8,21,579fcdfcabd23a7b
Jamall Emmers,1392.24,6/26/2018 0:28,1437.27,1151.75,21,e00a3dee329a51f7
Denis Stojnic,1391.82,5/28/2016 2:09,1391.82,1131.09,17,a421465acbe59c77
Joe Riggs,1390.54,6/1/2018 2:38,1485.84,1208.51,67,d512d9f204059f57
Michihiro Omigawa,1390.34,2/7/2016 1:55,1477.57,1281.54,32,9f842be1a5337be6
Frank Trigg,1389.9,9/10/2011 3:07,1510.33,1281.13,30,d2d37e8eeb3abc8d
Hiroyuki Takaya,1389.76,12/29/2017 1:12,1484.35,1284.81,39,0d16bdb7d32e88e9
Nate Quarry,1389.54,3/31/2010 2:09,1443.29,1244.88,16,52cae54377b433b7
BJ Penn,1389.28,6/25/2017 1:55,1650.32,1463.23,30,73c7cfa551289285
Nicco Montano,1389.12,12/1/2017 2:38,1389.12,1121.4,14,1de9ad94de18eeaf
Hector Lombard,1388.99,9/22/2018 0:00,1738.9,1302.12,47,db1f2ed63b54b9a7
Sultan Aliev,1388.64,5/12/2018 0:57,1435.42,1211.9,17,e70de1859b7ee78e
Philip De Fries,1388.45,4/14/2018 1:26,1388.45,1202.07,22,6ef65b6a152e49d5
Josh Samman,1388.29,7/13/2016 2:24,1506.99,1207.43,21,9deff9e3e8d94d47
Emil Meek,1387.99,7/22/2018 1:26,1472.85,1204.46,18,103b06d8707895a9
Frankie Saenz,1387.93,5/19/2018 0:28,1454.24,1188.99,20,9ba2226646046b63
Paulo Thiago,1387.31,10/22/2017 1:40,1525.51,1318.51,28,30a09e43f15f1d75
Andre Ewell,1387.13,9/22/2018 0:00,1387.13,1039.6,18,5f6f049d54728e88
Brian Ebersole,1386.95,6/24/2016 3:07,1626.04,1129.47,71,32ba186f4b0e3267
Michal Oleksiejczuk,1386.9,12/30/2017 1:12,1386.9,1057.68,15,0d65c432720accb9
Bubba McDaniel,1386.84,4/13/2018 0:43,1448.59,1149.32,44,5cafbc97dba2e797
Aspen Ladd,1386.82,10/6/2018 0:00,1386.82,1138.09,10,d4691518d012b9e7
Gilbert Smith,1386.61,9/8/2017 1:40,1471.82,1205.59,28,54ed8dc6f8c31207
Justin Jones,1386.21,11/3/2016 0:43,1386.21,1118.14,16,9b75954db8db2a08
Claudio Puelles,1386.16,5/19/2018 0:14,1386.16,1100.51,16,d747eb273a40a920
Cynthia Calvillo,1385.97,12/30/2017 1:40,1437.61,1128.79,15,98215d037be5bcb7
Hayato Sakurai,1385.6,5/6/2018 1:26,1568.93,1207.14,54,85e26e2468b4e82f
Nordine Taleb,1385.29,10/27/2018 0:00,1475.44,1276.92,22,49858bf46dabf6fb
Fernando Bruno,1385.19,11/4/2017 2:38,1525.86,1171.22,24,b8c0f30ee9a98b69
Fernando Gonzalez,1385.04,5/19/2018 3:07,1493.51,1186.97,43,be5aab761c40ef35
Masanori Kanehara,1384.41,4/1/2018 1:12,1422.9,1137.7,45,f3a078277b3b8ff4
Mike Russow,1384.39,1/26/2013 0:43,1498.27,1159.76,19,353de740bb6c7e75
